"Season","Name","LastName","FirstName","Number","Teams","Position","ShootsCatches","Birthdate","CityOfBirth","CountryOfBirth","StateProvince","Nationality","Height","Weight","DraftYear","DraftRound","DraftOverall","GP","Started","W","L","Ties","OTL"
20022003,"Sebastien Caron","Caron","Sebastien",35,"PIT","G","L","1980-06-25","Amqui","CAN","QC","CAN",73,170,1999,3,86,24,23,7,14,2,0
20032004,"Sebastien Caron","Caron","Sebastien",35,"PIT","G","L","1980-06-25","Amqui","CAN","QC","CAN",73,170,1999,3,86,40,37,9,24,5,0
20052006,"Sebastien Caron","Caron","Sebastien",35,"PIT","G","L","1980-06-25","Amqui","CAN","QC","CAN",73,170,1999,3,86,26,23,8,9,0,5
20062007,"Sebastien Caron","Caron","Sebastien",35,"CHI, ANA","G","L","1980-06-25","Amqui","CAN","QC","CAN",73,170,1999,3,86,2,1,1,0,0,0
20112012,"Sebastien Caron","Caron","Sebastien",35,"TBL","G","L","1980-06-25","Amqui","CAN","QC","CAN",73,170,1999,3,86,3,2,1,1,0,0
20022003,"Frederic Cassivi","Cassivi","Frederic",35,"ATL","G","L","1975-06-12","Sorel","CAN","QC","CAN",76,220,1994,9,210,2,2,1,1,0,0
20052006,"Frederic Cassivi","Cassivi","Frederic",35,"WSH","G","L","1975-06-12","Sorel","CAN","QC","CAN",76,220,1994,9,210,1,1,0,1,0,0
20062007,"Frederic Cassivi","Cassivi","Frederic",35,"WSH","G","L","1975-06-12","Sorel","CAN","QC","CAN",76,220,1994,9,210,4,1,0,1,0,1
20022003,"Roman Cechmanek","Cechmanek","Roman",32,"PHI","G","L","1971-03-02","Gottwaldov","CZE",NA,"CZE",75,211,2000,6,171,58,57,33,15,10,0
20032004,"Roman Cechmanek","Cechmanek","Roman",32,"LAK","G","L","1971-03-02","Gottwaldov","CZE",NA,"CZE",75,211,2000,6,171,49,47,18,21,6,0
20022003,"Sebastien Charpentier","Charpentier","Sebastien",35,"WSH","G","L","1977-04-18","Drummondville","CAN","QC","CAN",69,190,1995,4,93,17,12,5,7,1,0
20032004,"Sebastien Charpentier","Charpentier","Sebastien",35,"WSH","G","L","1977-04-18","Drummondville","CAN","QC","CAN",69,190,1995,4,93,7,6,0,6,0,0
20032004,"Andy Chiodo","Chiodo","Andy",40,"PIT","G","L","1983-04-25","Toronto","CAN","ON","CAN",71,192,2003,7,199,8,8,3,4,1,0
20032004,"Mathieu Chouinard","Chouinard","Mathieu",46,"LAK","G","L","1980-04-11","Laval","CAN","QC","CAN",73,211,2000,2,45,1,0,0,0,0,0
20022003,"Scott Clemmensen","Clemmensen","Scott",40,"NJD","G","L","1977-07-23","DesMoines","USA","IA","USA",74,200,1997,8,215,0,0,0,0,0,0
20032004,"Scott Clemmensen","Clemmensen","Scott",40,"NJD","G","L","1977-07-23","DesMoines","USA","IA","USA",74,200,1997,8,215,4,4,3,1,0,0
20052006,"Scott Clemmensen","Clemmensen","Scott",40,"NJD","G","L","1977-07-23","DesMoines","USA","IA","USA",74,200,1997,8,215,13,9,3,4,0,2
20062007,"Scott Clemmensen","Clemmensen","Scott",40,"NJD","G","L","1977-07-23","DesMoines","USA","IA","USA",74,200,1997,8,215,6,4,1,1,0,2
20072008,"Scott Clemmensen","Clemmensen","Scott",40,"TOR","G","L","1977-07-23","DesMoines","USA","IA","USA",74,200,1997,8,215,3,2,1,1,0,0
20082009,"Scott Clemmensen","Clemmensen","Scott",40,"NJD","G","L","1977-07-23","DesMoines","USA","IA","USA",74,200,1997,8,215,40,39,25,13,0,1
20092010,"Scott Clemmensen","Clemmensen","Scott",40,"FLA","G","L","1977-07-23","DesMoines","USA","IA","USA",74,200,1997,8,215,23,20,9,8,0,2
20102011,"Scott Clemmensen","Clemmensen","Scott",40,"FLA","G","L","1977-07-23","DesMoines","USA","IA","USA",74,200,1997,8,215,31,25,8,11,0,7
20112012,"Scott Clemmensen","Clemmensen","Scott",40,"FLA","G","L","1977-07-23","DesMoines","USA","IA","USA",74,200,1997,8,215,30,25,14,6,0,6
20122013,"Scott Clemmensen","Clemmensen","Scott",40,"FLA","G","L","1977-07-23","DesMoines","USA","IA","USA",74,200,1997,8,215,19,11,3,7,0,2
20132014,"Scott Clemmensen","Clemmensen","Scott",40,"FLA","G","L","1977-07-23","DesMoines","USA","IA","USA",74,200,1997,8,215,17,14,6,7,0,1
20142015,"Scott Clemmensen","Clemmensen","Scott",40,"NJD","G","L","1977-07-23","DesMoines","USA","IA","USA",74,200,1997,8,215,3,1,0,0,0,1
20082009,"Matt Climie","Climie","Matt",75,"DAL","G","L","1983-02-11","Leduc","CAN","AB","CAN",75,194,NA,NA,NA,3,3,2,1,0,0
20092010,"Matt Climie","Climie","Matt",75,"DAL","G","L","1983-02-11","Leduc","CAN","AB","CAN",75,194,NA,NA,NA,1,1,0,1,0,0
20102011,"Matt Climie","Climie","Matt",75,"PHX","G","L","1983-02-11","Leduc","CAN","AB","CAN",75,194,NA,NA,NA,1,0,0,0,0,0
20022003,"Dan Cloutier","Cloutier","Dan",39,"VAN","G","L","1976-04-22","MontLaurier","CAN","QC","CAN",73,195,1994,1,26,57,57,33,16,7,0
20032004,"Dan Cloutier","Cloutier","Dan",39,"VAN","G","L","1976-04-22","MontLaurier","CAN","QC","CAN",73,195,1994,1,26,60,60,33,21,6,0
20052006,"Dan Cloutier","Cloutier","Dan",39,"VAN","G","L","1976-04-22","MontLaurier","CAN","QC","CAN",73,195,1994,1,26,13,12,8,3,0,1
20062007,"Dan Cloutier","Cloutier","Dan",39,"LAK","G","L","1976-04-22","MontLaurier","CAN","QC","CAN",73,195,1994,1,26,24,23,6,14,0,2
20072008,"Dan Cloutier","Cloutier","Dan",39,"LAK","G","L","1976-04-22","MontLaurier","CAN","QC","CAN",73,195,1994,1,26,9,9,2,4,0,1
20022003,"Frederic Cloutier","Cloutier","Frederic",60,"MIN","G","R","1981-05-14","StHonor","CAN","QC","CAN",72,174,NA,NA,NA,0,0,0,0,0,0
20052006,"Gerald Coleman","Coleman","Gerald",41,"TBL","G","L","1985-04-03","Romeovi","USA","IL","USA",76,213,2003,7,224,2,0,0,0,0,1
20152016,"Mike Condon","Condon","Mike",39,"MTL","G","L","1990-04-27","Holliston","USA","MA","USA",74,197,NA,NA,NA,55,51,21,25,0,6
20022003,"Ty Conklin","Conklin","Ty",29,"EDM","G","L","1976-03-30","Anchorage","USA","AK","USA",73,185,NA,NA,NA,0,0,0,0,0,0
20032004,"Ty Conklin","Conklin","Ty",29,"EDM","G","L","1976-03-30","Anchorage","USA","AK","USA",73,185,NA,NA,NA,38,35,17,14,4,0
20052006,"Ty Conklin","Conklin","Ty",29,"EDM","G","L","1976-03-30","Anchorage","USA","AK","USA",73,185,NA,NA,NA,18,15,8,5,0,1
20062007,"Ty Conklin","Conklin","Ty",29,"CBJ, BUF","G","L","1976-03-30","Anchorage","USA","AK","USA",73,185,NA,NA,NA,16,9,3,5,0,2
20072008,"Ty Conklin","Conklin","Ty",29,"PIT","G","L","1976-03-30","Anchorage","USA","AK","USA",73,185,NA,NA,NA,33,30,18,8,0,5
20082009,"Ty Conklin","Conklin","Ty",29,"DET","G","L","1976-03-30","Anchorage","USA","AK","USA",73,185,NA,NA,NA,40,37,25,11,0,2
20092010,"Ty Conklin","Conklin","Ty",29,"STL","G","L","1976-03-30","Anchorage","USA","AK","USA",73,185,NA,NA,NA,26,21,10,10,0,2
20102011,"Ty Conklin","Conklin","Ty",29,"STL","G","L","1976-03-30","Anchorage","USA","AK","USA",73,185,NA,NA,NA,25,20,8,8,0,4
20112012,"Ty Conklin","Conklin","Ty",29,"DET","G","L","1976-03-30","Anchorage","USA","AK","USA",73,185,NA,NA,NA,15,13,5,6,0,1
20152016,"Pheonix Copley","Copley","Pheonix",30,"STL","G","L","1992-01-18","NorthPole","USA","AK","USA",76,196,NA,NA,NA,1,0,0,0,0,0
20052006,"Corey Crawford","Crawford","Corey",50,"CHI","G","L","1984-12-31","Montreal","CAN","QC","CAN",74,216,2003,2,52,2,1,0,0,0,1
20072008,"Corey Crawford","Crawford","Corey",50,"CHI","G","L","1984-12-31","Montreal","CAN","QC","CAN",74,216,2003,2,52,5,3,1,2,0,0
20092010,"Corey Crawford","Crawford","Corey",50,"CHI","G","L","1984-12-31","Montreal","CAN","QC","CAN",74,216,2003,2,52,1,1,0,1,0,0
20102011,"Corey Crawford","Crawford","Corey",50,"CHI","G","L","1984-12-31","Montreal","CAN","QC","CAN",74,216,2003,2,52,57,55,33,18,0,6
20112012,"Corey Crawford","Crawford","Corey",50,"CHI","G","L","1984-12-31","Montreal","CAN","QC","CAN",74,216,2003,2,52,57,55,30,17,0,7
20122013,"Corey Crawford","Crawford","Corey",50,"CHI","G","L","1984-12-31","Montreal","CAN","QC","CAN",74,216,2003,2,52,30,28,19,5,0,5
20132014,"Corey Crawford","Crawford","Corey",50,"CHI","G","L","1984-12-31","Montreal","CAN","QC","CAN",74,216,2003,2,52,59,56,32,16,0,10
20142015,"Corey Crawford","Crawford","Corey",50,"CHI","G","L","1984-12-31","Montreal","CAN","QC","CAN",74,216,2003,2,52,57,57,32,20,0,5
20152016,"Corey Crawford","Crawford","Corey",50,"CHI","G","L","1984-12-31","Montreal","CAN","QC","CAN",74,216,2003,2,52,58,58,35,18,0,5
20082009,"John Curry","Curry","John",33,"PIT","G","L","1984-02-27","Shorewood","USA","MN","USA",71,185,NA,NA,NA,3,2,2,1,0,0
20092010,"John Curry","Curry","John",33,"PIT","G","L","1984-02-27","Shorewood","USA","MN","USA",71,185,NA,NA,NA,1,1,0,1,0,0
20132014,"John Curry","Curry","John",33,"MIN","G","L","1984-02-27","Shorewood","USA","MN","USA",71,185,NA,NA,NA,2,1,1,0,0,0
20142015,"John Curry","Curry","John",33,"MIN","G","L","1984-02-27","Shorewood","USA","MN","USA",71,185,NA,NA,NA,2,1,0,0,0,1
20022003,"Byron Dafoe","Dafoe","Byron",34,"ATL","G","L","1971-02-25","Sussex","GBR",NA,"GBR",71,185,1989,2,35,17,17,5,11,1,0
20032004,"Byron Dafoe","Dafoe","Byron",34,"ATL","G","L","1971-02-25","Sussex","GBR",NA,"GBR",71,185,1989,2,35,18,16,4,11,1,0
20022003,"Jean-Francois Damphousse","Damphousse","Jean-Francois",1,"ANA","G","L","1979-07-21","StAlexisDesMonts","CAN","QC","CAN",72,146,1997,1,24,0,0,0,0,0,0
20052006,"Yann Danis","Danis","Yann",40,"MTL","G","L","1981-06-21","Lafontaine","CAN","QC","CAN",71,180,NA,NA,NA,6,5,3,2,0,0
20082009,"Yann Danis","Danis","Yann",40,"NYI","G","L","1981-06-21","Lafontaine","CAN","QC","CAN",71,180,NA,NA,NA,31,29,10,17,0,3
20092010,"Yann Danis","Danis","Yann",40,"NJD","G","L","1981-06-21","Lafontaine","CAN","QC","CAN",71,180,NA,NA,NA,12,6,3,2,0,1
20112012,"Yann Danis","Danis","Yann",40,"EDM","G","L","1981-06-21","Lafontaine","CAN","QC","CAN",71,180,NA,NA,NA,1,0,0,0,0,0
20122013,"Yann Danis","Danis","Yann",40,"EDM","G","L","1981-06-21","Lafontaine","CAN","QC","CAN",71,180,NA,NA,NA,3,0,1,0,0,0
20152016,"Yann Danis","Danis","Yann",40,"NJD","G","L","1981-06-21","Lafontaine","CAN","QC","CAN",71,180,NA,NA,NA,2,0,0,1,0,0
20142015,"Scott Darling","Darling","Scott",33,"CHI","G","L","1988-12-22","NewportNews","USA","VA","USA",78,232,2007,6,153,14,13,9,4,0,0
20152016,"Scott Darling","Darling","Scott",33,"CHI","G","L","1988-12-22","NewportNews","USA","VA","USA",78,232,2007,6,153,29,24,12,8,0,4
20102011,"Mark Dekanich","Dekanich","Mark",1,"NSH","G","L","1986-05-10","NVancouver","CAN","BC","CAN",74,185,2006,5,146,1,0,0,0,0,0
20022003,"Marc Denis","Denis","Marc",38,"CBJ","G","L","1977-08-01","Montreal","CAN","QC","CAN",73,193,1995,1,25,77,77,27,41,8,0
20032004,"Marc Denis","Denis","Marc",38,"CBJ","G","L","1977-08-01","Montreal","CAN","QC","CAN",73,193,1995,1,25,66,63,21,36,7,0
20052006,"Marc Denis","Denis","Marc",38,"CBJ","G","L","1977-08-01","Montreal","CAN","QC","CAN",73,193,1995,1,25,49,45,21,25,0,1
20062007,"Marc Denis","Denis","Marc",38,"TBL","G","L","1977-08-01","Montreal","CAN","QC","CAN",73,193,1995,1,25,44,39,17,18,0,2
20072008,"Marc Denis","Denis","Marc",38,"TBL","G","L","1977-08-01","Montreal","CAN","QC","CAN",73,193,1995,1,25,10,4,1,5,0,0
20082009,"Marc Denis","Denis","Marc",38,"MTL","G","L","1977-08-01","Montreal","CAN","QC","CAN",73,193,1995,1,25,1,0,0,0,0,0
20102011,"Cedrick Desjardins","Desjardins","Cedrick",NA,"TBL","G","R","1985-09-30","Edmundston","CAN","NB","CAN",72,192,NA,NA,NA,2,2,2,0,0,0
20122013,"Cedrick Desjardins","Desjardins","Cedrick",NA,"TBL","G","R","1985-09-30","Edmundston","CAN","NB","CAN",72,192,NA,NA,NA,3,2,0,3,0,0
20132014,"Cedrick Desjardins","Desjardins","Cedrick",NA,"TBL","G","R","1985-09-30","Edmundston","CAN","NB","CAN",72,192,NA,NA,NA,1,0,0,1,0,0
20082009,"Jeff Deslauriers","Deslauriers","Jeff",38,"EDM","G","R","1984-05-15","StJeanRichelieu","CAN","QC","CAN",76,203,2002,2,31,10,7,4,3,0,0
20092010,"Jeff Deslauriers","Deslauriers","Jeff",38,"EDM","G","R","1984-05-15","StJeanRichelieu","CAN","QC","CAN",76,203,2002,2,31,48,48,16,28,0,4
20112012,"Jeff Deslauriers","Deslauriers","Jeff",38,"ANA","G","R","1984-05-15","StJeanRichelieu","CAN","QC","CAN",76,203,2002,2,31,4,4,3,1,0,0
20022003,"Patrick Desrochers","Desrochers","Patrick",30,"PHX, CAR","G","L","1979-10-27","Penetang","CAN","ON","CAN",76,205,1998,1,14,6,5,1,4,0,0
20022003,"Rick DiPietro","DiPietro","Rick",39,"NYI","G","R","1981-09-19","Winthrop","USA","MA","USA",72,185,2000,1,1,10,9,2,5,2,0
20032004,"Rick DiPietro","DiPietro","Rick",39,"NYI","G","R","1981-09-19","Winthrop","USA","MA","USA",72,185,2000,1,1,50,47,23,18,5,0
20052006,"Rick DiPietro","DiPietro","Rick",39,"NYI","G","R","1981-09-19","Winthrop","USA","MA","USA",72,185,2000,1,1,63,62,30,24,0,5
20062007,"Rick DiPietro","DiPietro","Rick",39,"NYI","G","R","1981-09-19","Winthrop","USA","MA","USA",72,185,2000,1,1,62,62,32,19,0,9
20072008,"Rick DiPietro","DiPietro","Rick",39,"NYI","G","R","1981-09-19","Winthrop","USA","MA","USA",72,185,2000,1,1,63,63,26,28,0,7
20082009,"Rick DiPietro","DiPietro","Rick",39,"NYI","G","R","1981-09-19","Winthrop","USA","MA","USA",72,185,2000,1,1,5,5,1,3,0,0
20092010,"Rick DiPietro","DiPietro","Rick",39,"NYI","G","R","1981-09-19","Winthrop","USA","MA","USA",72,185,2000,1,1,8,7,2,5,0,0
20102011,"Rick DiPietro","DiPietro","Rick",39,"NYI","G","R","1981-09-19","Winthrop","USA","MA","USA",72,185,2000,1,1,26,26,8,14,0,4
20112012,"Rick DiPietro","DiPietro","Rick",39,"NYI","G","R","1981-09-19","Winthrop","USA","MA","USA",72,185,2000,1,1,8,6,3,2,0,3
20122013,"Rick DiPietro","DiPietro","Rick",39,"NYI","G","R","1981-09-19","Winthrop","USA","MA","USA",72,185,2000,1,1,3,3,0,3,0,0
20022003,"Reinhard Divis","Divis","Reinhard",50,"STL","G","L","1975-07-04","Vienna","AUT",NA,"AUT",71,197,2000,8,261,2,2,2,0,0,0
20032004,"Reinhard Divis","Divis","Reinhard",50,"STL","G","L","1975-07-04","Vienna","AUT",NA,"AUT",71,197,2000,8,261,13,9,4,4,2,0
20052006,"Reinhard Divis","Divis","Reinhard",50,"STL","G","L","1975-07-04","Vienna","AUT",NA,"AUT",71,197,2000,8,261,12,5,0,5,0,1
20142015,"Louis Domingue","Domingue","Louis",35,"ARI","G","R","1992-03-06","StHyacinthe","CAN","QC","CAN",75,210,2010,5,138,7,4,1,2,0,1
20152016,"Louis Domingue","Domingue","Louis",35,"ARI","G","R","1992-03-06","StHyacinthe","CAN","QC","CAN",75,210,2010,5,138,39,36,15,18,0,5
20142015,"Chris Driedger","Driedger","Chris",32,"OTT","G","L","1994-05-18","Winnipeg","CAN","MB","CAN",76,205,2012,3,76,1,0,0,0,0,0
20152016,"Chris Driedger","Driedger","Chris",32,"OTT","G","L","1994-05-18","Winnipeg","CAN","MB","CAN",76,205,2012,3,76,1,0,0,0,0,0
20032004,"Wade Dubielewicz","Dubielewicz","Wade",31,"NYI","G","L","1979-01-30","Invermere","CAN","BC","CAN",70,185,NA,NA,NA,2,1,1,0,1,0
20052006,"Wade Dubielewicz","Dubielewicz","Wade",31,"NYI","G","L","1979-01-30","Invermere","CAN","BC","CAN",70,185,NA,NA,NA,7,4,2,3,0,0
20062007,"Wade Dubielewicz","Dubielewicz","Wade",31,"NYI","G","L","1979-01-30","Invermere","CAN","BC","CAN",70,185,NA,NA,NA,8,5,4,1,0,0
20072008,"Wade Dubielewicz","Dubielewicz","Wade",31,"NYI","G","L","1979-01-30","Invermere","CAN","BC","CAN",70,185,NA,NA,NA,20,17,9,9,0,1
20082009,"Wade Dubielewicz","Dubielewicz","Wade",31,"CBJ","G","L","1979-01-30","Invermere","CAN","BC","CAN",70,185,NA,NA,NA,3,2,1,2,0,0
20092010,"Wade Dubielewicz","Dubielewicz","Wade",31,"MIN","G","L","1979-01-30","Invermere","CAN","BC","CAN",70,185,NA,NA,NA,3,1,1,1,0,0
20092010,"Devan Dubnyk","Dubnyk","Devan",40,"EDM","G","L","1986-05-04","Regina","CAN","SK","CAN",78,212,2004,1,14,19,16,4,10,0,2
20102011,"Devan Dubnyk","Dubnyk","Devan",40,"EDM","G","L","1986-05-04","Regina","CAN","SK","CAN",78,212,2004,1,14,35,33,12,13,0,8
20112012,"Devan Dubnyk","Dubnyk","Devan",40,"EDM","G","L","1986-05-04","Regina","CAN","SK","CAN",78,212,2004,1,14,47,42,20,20,0,3
20122013,"Devan Dubnyk","Dubnyk","Devan",40,"EDM","G","L","1986-05-04","Regina","CAN","SK","CAN",78,212,2004,1,14,38,37,14,16,0,6
20132014,"Devan Dubnyk","Dubnyk","Devan",40,"EDM, NSH","G","L","1986-05-04","Regina","CAN","SK","CAN",78,212,2004,1,14,34,31,11,18,0,3
20142015,"Devan Dubnyk","Dubnyk","Devan",40,"ARI, MIN","G","L","1986-05-04","Regina","CAN","SK","CAN",78,212,2004,1,14,58,55,36,14,0,4
20152016,"Devan Dubnyk","Dubnyk","Devan",40,"MIN","G","L","1986-05-04","Regina","CAN","SK","CAN",78,212,2004,1,14,67,66,32,26,0,6
20092010,"Jeremy Duchesne","Duchesne","Jeremy",35,"PHI","G","L","1986-10-17","SilverSpring","USA","MD","USA",72,201,2005,4,119,1,0,0,0,0,0
20022003,"Mike Dunham","Dunham","Mike",1,"NSH, NYR","G","L","1972-06-01","JohnsonCity","USA","NY","USA",74,190,1990,3,53,58,56,21,26,7,0
20032004,"Mike Dunham","Dunham","Mike",1,"NYR","G","L","1972-06-01","JohnsonCity","USA","NY","USA",74,190,1990,3,53,57,54,16,30,6,0
20052006,"Mike Dunham","Dunham","Mike",1,"ATL","G","L","1972-06-01","JohnsonCity","USA","NY","USA",74,190,1990,3,53,17,13,8,5,0,2
20062007,"Mike Dunham","Dunham","Mike",1,"NYI","G","L","1972-06-01","JohnsonCity","USA","NY","USA",74,190,1990,3,53,19,15,4,10,0,3
20052006,"Brian Eklund","Eklund","Brian",40,"TBL","G","L","1980-05-24","Braint","USA","MA","USA",76,211,2000,7,226,1,1,0,1,0,0
20072008,"Brian Elliott","Elliott","Brian",1,"OTT","G","L","1985-04-09","Newmarket","CAN","ON","CAN",74,209,2003,9,291,1,1,1,0,0,0
20082009,"Brian Elliott","Elliott","Brian",1,"OTT","G","L","1985-04-09","Newmarket","CAN","ON","CAN",74,209,2003,9,291,31,30,16,8,0,3
20092010,"Brian Elliott","Elliott","Brian",1,"OTT","G","L","1985-04-09","Newmarket","CAN","ON","CAN",74,209,2003,9,291,55,48,29,18,0,4
20102011,"Brian Elliott","Elliott","Brian",1,"OTT, COL","G","L","1985-04-09","Newmarket","CAN","ON","CAN",74,209,2003,9,291,55,51,15,27,0,9
20112012,"Brian Elliott","Elliott","Brian",1,"STL","G","L","1985-04-09","Newmarket","CAN","ON","CAN",74,209,2003,9,291,38,36,23,10,0,4
20122013,"Brian Elliott","Elliott","Brian",1,"STL","G","L","1985-04-09","Newmarket","CAN","ON","CAN",74,209,2003,9,291,24,20,14,8,0,1
20132014,"Brian Elliott","Elliott","Brian",1,"STL","G","L","1985-04-09","Newmarket","CAN","ON","CAN",74,209,2003,9,291,31,25,18,6,0,2
20142015,"Brian Elliott","Elliott","Brian",1,"STL","G","L","1985-04-09","Newmarket","CAN","ON","CAN",74,209,2003,9,291,46,45,26,14,0,3
20152016,"Brian Elliott","Elliott","Brian",1,"STL","G","L","1985-04-09","Newmarket","CAN","ON","CAN",74,209,2003,9,291,42,38,23,8,0,6
20032004,"Dan Ellis","Ellis","Dan",39,"DAL","G","L","1980-06-19","Saskatoon","CAN","SK","CAN",73,195,2000,2,60,1,1,1,0,0,0
20072008,"Dan Ellis","Ellis","Dan",39,"NSH","G","L","1980-06-19","Saskatoon","CAN","SK","CAN",73,195,2000,2,60,44,37,23,10,0,3
20082009,"Dan Ellis","Ellis","Dan",39,"NSH","G","L","1980-06-19","Saskatoon","CAN","SK","CAN",73,195,2000,2,60,35,33,11,19,0,4
20092010,"Dan Ellis","Ellis","Dan",39,"NSH","G","L","1980-06-19","Saskatoon","CAN","SK","CAN",73,195,2000,2,60,31,28,15,13,0,1
20102011,"Dan Ellis","Ellis","Dan",39,"TBL, ANA","G","L","1980-06-19","Saskatoon","CAN","SK","CAN",73,195,2000,2,60,44,37,21,10,0,7
20112012,"Dan Ellis","Ellis","Dan",39,"ANA","G","L","1980-06-19","Saskatoon","CAN","SK","CAN",73,195,2000,2,60,10,5,1,5,0,0
20122013,"Dan Ellis","Ellis","Dan",39,"CAR","G","L","1980-06-19","Saskatoon","CAN","SK","CAN",73,195,2000,2,60,19,16,6,8,0,2
20132014,"Dan Ellis","Ellis","Dan",39,"DAL, FLA","G","L","1980-06-19","Saskatoon","CAN","SK","CAN",73,195,2000,2,60,20,16,5,11,0,0
20142015,"Dan Ellis","Ellis","Dan",39,"FLA","G","L","1980-06-19","Saskatoon","CAN","SK","CAN",73,195,2000,2,60,8,8,4,3,0,1
20022003,"Ray Emery","Emery","Ray",29,"OTT","G","L","1982-09-28","Hamilton","CAN","ON","CAN",74,196,2001,4,99,3,1,1,0,0,0
20032004,"Ray Emery","Emery","Ray",29,"OTT","G","L","1982-09-28","Hamilton","CAN","ON","CAN",74,196,2001,4,99,3,1,2,0,0,0
20052006,"Ray Emery","Emery","Ray",29,"OTT","G","L","1982-09-28","Hamilton","CAN","ON","CAN",74,196,2001,4,99,39,38,23,11,0,4
20062007,"Ray Emery","Emery","Ray",29,"OTT","G","L","1982-09-28","Hamilton","CAN","ON","CAN",74,196,2001,4,99,58,56,33,16,0,6
20072008,"Ray Emery","Emery","Ray",29,"OTT","G","L","1982-09-28","Hamilton","CAN","ON","CAN",74,196,2001,4,99,31,26,12,13,0,4
20092010,"Ray Emery","Emery","Ray",29,"PHI","G","L","1982-09-28","Hamilton","CAN","ON","CAN",74,196,2001,4,99,29,29,16,11,0,1
20102011,"Ray Emery","Emery","Ray",29,"ANA","G","L","1982-09-28","Hamilton","CAN","ON","CAN",74,196,2001,4,99,10,9,7,2,0,0
20112012,"Ray Emery","Emery","Ray",29,"CHI","G","L","1982-09-28","Hamilton","CAN","ON","CAN",74,196,2001,4,99,34,27,15,9,0,4
20122013,"Ray Emery","Emery","Ray",29,"CHI","G","L","1982-09-28","Hamilton","CAN","ON","CAN",74,196,2001,4,99,21,19,17,1,0,0
20132014,"Ray Emery","Emery","Ray",29,"PHI","G","L","1982-09-28","Hamilton","CAN","ON","CAN",74,196,2001,4,99,28,21,9,12,0,2
20142015,"Ray Emery","Emery","Ray",29,"PHI","G","L","1982-09-28","Hamilton","CAN","ON","CAN",74,196,2001,4,99,31,25,10,11,0,7
20092010,"Jhonas Enroth","Enroth","Jhonas",35,"BUF","G","L","1988-06-25","Stockholm","SWE",NA,"SWE",70,171,2006,2,46,1,1,0,1,0,0
20102011,"Jhonas Enroth","Enroth","Jhonas",35,"BUF","G","L","1988-06-25","Stockholm","SWE",NA,"SWE",70,171,2006,2,46,14,13,9,2,0,2
20112012,"Jhonas Enroth","Enroth","Jhonas",35,"BUF","G","L","1988-06-25","Stockholm","SWE",NA,"SWE",70,171,2006,2,46,26,22,8,11,0,4
20122013,"Jhonas Enroth","Enroth","Jhonas",35,"BUF","G","L","1988-06-25","Stockholm","SWE",NA,"SWE",70,171,2006,2,46,12,9,4,4,0,1
20132014,"Jhonas Enroth","Enroth","Jhonas",35,"BUF","G","L","1988-06-25","Stockholm","SWE",NA,"SWE",70,171,2006,2,46,28,26,4,17,0,5
20142015,"Jhonas Enroth","Enroth","Jhonas",35,"BUF, DAL","G","L","1988-06-25","Stockholm","SWE",NA,"SWE",70,171,2006,2,46,50,44,18,26,0,2
20152016,"Jhonas Enroth","Enroth","Jhonas",35,"LAK","G","L","1988-06-25","Stockholm","SWE",NA,"SWE",70,171,2006,2,46,16,13,7,5,0,1
20132014,"Joacim Eriksson","Eriksson","Joacim",30,"VAN","G","R","1990-04-09","G√vle","SWE",NA,"SWE",73,189,2008,7,196,1,0,0,0,0,0
20072008,"Erik Ersberg","Ersberg","Erik",31,"LAK","G","L","1982-03-08","Sala","SWE",NA,"SWE",72,165,NA,NA,NA,14,13,6,5,0,3
20082009,"Erik Ersberg","Ersberg","Erik",31,"LAK","G","L","1982-03-08","Sala","SWE",NA,"SWE",72,165,NA,NA,NA,28,25,8,11,0,5
20092010,"Erik Ersberg","Ersberg","Erik",31,"LAK","G","L","1982-03-08","Sala","SWE",NA,"SWE",72,165,NA,NA,NA,11,7,4,3,0,2
20022003,"Robert Esche","Esche","Robert",42,"PHI","G","L","1978-01-22","White","USA","NY","USA",73,210,1996,6,139,30,25,12,9,3,0
20032004,"Robert Esche","Esche","Robert",42,"PHI","G","L","1978-01-22","White","USA","NY","USA",73,210,1996,6,139,40,40,21,11,7,0
20052006,"Robert Esche","Esche","Robert",42,"PHI","G","L","1978-01-22","White","USA","NY","USA",73,210,1996,6,139,40,40,22,11,0,5
20062007,"Robert Esche","Esche","Robert",42,"PHI","G","L","1978-01-22","White","USA","NY","USA",73,210,1996,6,139,18,16,5,9,0,1
20122013,"Viktor Fasth","Fasth","Viktor",35,"ANA","G","L","1982-08-08","Kalix","SWE",NA,"SWE",72,181,NA,NA,NA,25,23,15,6,0,2
20132014,"Viktor Fasth","Fasth","Viktor",35,"ANA, EDM","G","L","1982-08-08","Kalix","SWE",NA,"SWE",72,181,NA,NA,NA,12,12,5,5,0,2
20142015,"Viktor Fasth","Fasth","Viktor",35,"EDM","G","L","1982-08-08","Kalix","SWE",NA,"SWE",72,181,NA,NA,NA,26,24,6,15,0,3
20022003,"Manny Fernandez","Fernandez","Manny",35,"MIN","G","L","1974-08-27","Etobicoke","CAN","ON","CAN",72,207,1992,3,52,35,34,19,13,2,0
20032004,"Manny Fernandez","Fernandez","Manny",35,"MIN","G","L","1974-08-27","Etobicoke","CAN","ON","CAN",72,207,1992,3,52,37,36,11,14,9,0
